gauge_id elev_gauge elev_mean slope_mean area
60478600 1014.00000 1121.38820 27.92310 31.23680
60490000 863.00000 1070.17880 35.98790 2133.40400
60500000 780.00000 1005.31260 36.85970 4112.97600
60615000 747.00000 826.51830 22.15190 193.65250
60635000 748.00000 882.57420 43.27490 526.23770
60640000 707.00000 850.34810 39.26900 1723.49300
60642000 701.00000 888.33760 43.10200 784.60290
60650000 696.00000 853.62960 38.85580 2831.85500
60653000 968.00000 1056.08470 34.64930 50.81090
60654000 656.00000 891.91240 42.55580 1285.62600
60665000 619.00000 789.87440 36.68050 1239.20300
60680000 444.00000 755.26080 37.27510 11492.79000
60715000 551.00000 711.50230 36.65690 4625.55900
60750000 530.00000 654.49980 30.38280 2637.11400
60765000 458.00000 593.82060 24.78860 7828.28200
60772000 433.00000 620.74140 29.07540 17153.49000
60774000 700.00000 883.79740 28.61970 983.21640
60778000 665.00000 840.68620 26.13680 814.31060
60781000 552.00000 802.55660 25.36500 5866.10700
60790000 526.00000 771.88940 25.58490 8646.12400
60798000 446.00000 727.21480 25.58600 12676.28000
60810000 450.00000 641.84730 22.43860 1351.33200
60850000 542.00000 686.20280 33.50860 2448.87300
60855000 454.00000 637.86010 32.51460 5223.88700
60910000 649.00000 866.66700 27.97550 625.03140
60925001 409.00000 481.26020 27.58820 3528.82300
60930000 729.00000 833.25470 11.93070 1426.43300
60940000 673.00000 806.57560 19.49170 3091.32200
60950000 370.00000 674.73850 23.16470 6665.73300
60960000 526.00000 751.90820 20.84000 1232.91600
60968000 454.00000 702.81590 22.23580 4707.70400
60970000 408.00000 683.68190 24.63450 5233.51800
61009000 1104.00000 1297.64350 90.11130 528.08660
61012000 928.00000 1157.22040 57.52180 2055.41600
61014000 1125.00000 1659.83600 174.77260 285.88060
61024000 983.00000 1540.73640 165.57750 539.63530
61031000 1070.00000 1321.57010 107.38110 104.58360
61045000 945.00000 1104.36780 58.54860 391.11300
61052000 949.00000 1107.34940 59.59900 280.60180
61060000 942.00000 1225.12500 89.46590 1971.38800
61075000 902.00000 1089.66290 47.26620 991.81300
61078000 857.00000 1062.43820 52.55140 1818.95000
61085000 1028.00000 1135.06600 29.50760 552.01040
61090000 948.00000 1112.62610 32.72670 1008.92600
61100000 1058.00000 1116.54900 34.02320 188.72590
61105000 904.00000 1064.91140 33.46190 829.96580
61107000 890.00000 1078.37120 34.65060 2698.84600
61115000 931.00000 1075.96870 32.80730 605.08520
61122000 937.00000 1029.94360 26.76690 272.08580
61135000 857.00000 1041.24660 36.65110 5982.30200
61173000 855.00000 971.38700 43.47470 384.63110
61175000 815.00000 959.58110 40.58520 1015.21100
61250000 1531.00000 1691.14940 65.42710 106.82840
61267000 1229.00000 1508.12210 126.49840 111.50680
61271000 870.00000 1468.26490 124.78280 844.50260
61280000 1165.00000 1488.74820 135.04770 251.08970
61285000 854.00000 1375.58190 140.60430 541.49240
61295000 885.00000 1177.68320 159.54130 167.00940
61305000 829.00000 1221.32190 113.80710 2782.76600
61320000 885.00000 1239.85210 117.73670 476.98290
61343000 885.00000 1349.44010 109.81090 245.23340
61350000 854.00000 1167.43640 110.10930 1341.77200
61370000 826.00000 1058.90750 79.52360 685.31090
61390000 862.00000 1003.83970 83.01680 497.54960
61410000 824.00000 1107.01910 95.06650 7342.42300
61460000 858.00000 1135.76830 105.71410 1845.19500
61473000 875.00000 1309.46450 122.16930 620.19300
61500000 869.00000 1106.32370 105.66200 758.94170
61510000 843.00000 1113.34380 96.35500 4225.08600
61520000 843.00000 985.41370 44.79340 863.78560
61537000 796.00000 1061.28200 79.30050 6343.64400
61565000 863.00000 1260.19580 43.11820 337.42810
61610000 807.00000 981.64820 46.98660 874.72160
61700000 769.00000 959.36020 52.98040 470.09880
61770000 887.00000 997.66400 47.68440 226.56200
61795000 501.00000 741.15900 30.54850 1984.94000
61815000 856.00000 964.90770 48.17960 75.43970
61826000 584.00000 855.75600 49.96510 662.66650
61830000 524.00000 912.66000 53.35230 8482.47600
61886000 584.00000 931.75910 61.70550 4639.65300
61902000 543.00000 814.84610 48.73340 10128.04000
61910000 531.00000 793.89610 48.22410 12314.12000
61912000 512.00000 772.99720 46.28090 13924.35000
61915000 501.00000 738.72000 42.83050 17357.66000
61953001 497.00000 572.66530 28.60840 587.60420
61956001 488.00000 565.54300 27.69470 619.35320
62420000 538.00000 657.04540 28.54910 706.18420
62477100 537.00000 780.01170 35.08090 1987.83100
62490000 594.00000 845.31390 49.21340 363.42790
62600000 795.00000 1128.59590 84.21250 1682.44800
62615000 586.00000 1058.98060 77.89930 2188.46700
62622000 764.00000 1085.96120 68.35710 381.38920
62625000 666.00000 1014.52210 67.78200 655.65340
62670000 749.00000 980.54800 80.03410 1132.40600
62715000 475.00000 795.87630 51.13900 10886.25000
62760005 706.00000 821.02490 38.39870 222.78910
62760150 679.00000 775.46650 28.99490 215.85770
62767500 556.00000 766.87920 38.32750 784.82260
63250000 452.00000 576.69060 26.42780 2896.83100
63350100 301.00000 498.45000 25.08030 14330.16000
63790000 317.00000 406.49850 24.41540 709.09580
63950010 401.00000 510.06770 15.16340 2519.48700
63950100 355.00000 489.74380 17.15120 3806.60200
63955000 280.00000 435.09230 21.07320 13498.84000
63970000 274.00000 453.41890 22.89940 30708.15000
64040000 623.00000 775.55450 42.92520 528.43770
64065000 615.00000 749.74060 32.54960 1504.54300
64075000 595.00000 722.28590 30.97110 2475.73900
64231000 532.00000 924.32480 53.73850 1535.37400
64315000 541.00000 734.58230 25.44130 3342.95500
64327000 435.00000 545.03340 34.43930 891.66890
64346000 397.00000 451.61230 26.19300 657.09990
64360000 547.00000 798.55490 49.07630 2018.54500
64362000 444.00000 679.62360 42.97810 3987.66100
64370000 375.00000 640.58070 42.49720 5613.99400
64380000 535.00000 746.46200 49.77340 1066.62300
64382000 476.00000 656.26740 45.14680 2639.05700
64395000 373.00000 505.82290 26.43690 1534.67300
64442800 805.00000 861.54470 31.09240 1336.85200
64447000 775.00000 865.51140 32.72110 5687.23200
64453000 778.00000 978.84860 35.85700 1041.01200
64465000 709.00000 881.70730 35.30550 8911.75600
64477600 980.00000 1029.70580 26.59650 1562.72600
64501000 435.00000 872.23750 42.22740 18739.55000
64504210 580.00000 850.97700 42.64040 20704.45000
64504550 391.00000 589.44060 41.91360 336.84240
64506000 358.00000 835.73810 42.41470 21854.95000
64507000 369.00000 833.67960 42.38440 21979.94000
64508500 376.00000 639.81280 42.12920 1036.59000
64550000 308.00000 523.60640 35.66450 4488.60000
64575003 235.00000 658.74150 33.73460 663936.10000
64613000 294.00000 410.66280 14.13520 4459.45200
64613800 270.00000 386.96060 15.09630 6473.56200
64614000 262.00000 415.38210 16.91640 28395.09000
64617000 249.00000 406.86700 17.38020 31701.37000
64618000 300.00000 381.82580 23.22860 1199.24700
64619950 748.00000 863.00560 47.68530 1073.12800
64620000 747.00000 860.69820 47.09610 1103.69600
64625000 501.00000 803.00860 59.16870 3611.26600
64645000 429.00000 812.34070 59.50620 8611.81900
64652000 405.00000 673.37150 67.11860 2648.33200
64655000 365.00000 761.42900 60.54550 12816.98000
64659000 331.00000 618.05740 54.52270 3315.66000
64660500 313.00000 700.62220 56.77310 19573.68000
64671000 418.00000 677.70990 32.48260 846.80680
64673000 379.00000 598.23660 34.01450 1532.18600
64675002 284.00000 668.94430 53.37120 23272.28000
64682000 290.00000 460.41790 34.26300 813.81200
64685000 255.00000 625.16880 49.48560 28624.45000
64693000 248.00000 580.35250 45.96140 34669.20000
64700000 352.00000 488.38960 23.03610 1815.64700
64717000 251.00000 415.99120 21.99150 8954.05800
64723000 320.00000 411.87720 19.42240 1085.51800
64764000 693.00000 912.99990 46.51590 1677.90000
64767000 423.00000 807.67420 53.20160 3545.68000
64771500 381.00000 772.17350 53.64830 4137.90200
64773000 469.00000 852.25870 66.79610 691.30140
64775000 356.00000 663.96470 53.27790 2522.17500
64776100 331.00000 706.94300 53.70980 7620.97900
64785000 361.00000 601.11650 38.20500 1339.93100
64795000 303.00000 667.64660 50.72050 11226.20000
64799500 289.00000 657.08010 49.79350 12078.81000
64810000 346.00000 500.95500 30.86730 2046.02400
64815000 344.00000 465.97400 30.06790 2952.24800
64820000 329.00000 595.10750 44.11790 17415.32000
64830000 245.00000 565.04950 42.08580 20946.81000
64843000 214.00000 630.49880 33.01840 758335.30000
65006075 877.00000 934.25830 28.77230 373.42790
65009000 876.00000 933.54290 25.86320 544.24970
65010000 886.00000 931.20180 25.36420 107.96390
65015400 872.00000 931.30880 26.12550 257.03350
65021000 1000.00000 1010.00000 30.48750 28.57180
65021250 920.00000 1000.42310 29.25660 40.14670
65021770 911.00000 982.00000 26.55560 26.24340
65024000 871.00000 951.24340 26.19850 188.46610
65025000 864.00000 926.50960 22.51890 2314.51900
65027000 868.00000 934.48580 23.18180 231.23870
65060000 764.00000 894.95290 28.40990 5996.26600
65095000 795.00000 899.08160 33.03360 2582.62900
65100000 780.00000 892.02280 32.22440 3419.21500
65135000 813.00000 917.72930 32.72570 599.02500
65136550 814.00000 900.95420 30.48960 948.93200
65180000 769.00000 898.59030 50.31890 766.17140
65220000 780.00000 871.84610 30.20260 18470.70000
65310000 753.00000 888.69920 34.74440 24053.72000
65809000 972.00000 1148.70780 39.57740 308.38150
65815050 830.00000 1055.56160 35.35340 2215.65200
65855000 577.00000 842.71650 44.09000 1511.28300
65925000 810.00000 1095.44010 31.43080 1642.41600
65945000 533.00000 725.48000 39.49260 551.42790
65948000 628.00000 776.91020 48.00520 273.25330
65960000 418.00000 808.09780 40.07770 6685.48700
65979000 289.00000 593.13240 53.55390 1309.97000
65986000 216.00000 827.90920 44.74150 63194.82000
65987000 274.00000 823.14380 44.69220 63830.27000
65993000 220.00000 799.00040 44.01330 67014.78000
66006000 213.00000 386.35670 19.16800 1647.12900
66160000 206.00000 367.11120 35.51190 4334.95800
66260001 156.00000 375.06300 31.82220 23486.51000
67100000 80.00000 250.43580 16.21150 565154.20000
70100000 1096.00000 1394.94490 76.34300 515.24790
70200000 810.00000 1210.00800 70.63960 2768.00600
70300000 982.00000 1299.64770 74.93240 1158.10600
70500000 934.00000 1108.35660 35.93940 536.03280
71200000 848.00000 1188.47260 123.93970 1003.97400
71250000 856.00000 1114.32470 129.74750 488.19340
71300000 852.00000 1110.97370 111.35670 1981.57400
71350001 843.00000 1029.65640 83.07520 3314.15600
71383000 836.00000 990.80310 68.87910 4698.21900
71498000 785.00000 1019.32090 41.68090 3623.56900
71550000 794.00000 986.45550 54.87160 10035.29000
72430000 593.00000 742.63070 32.53220 1625.55400
72630000 423.00000 659.51020 41.47110 2804.36700
72680000 402.00000 650.42780 45.06400 3661.31600
72715000 810.00000 1044.69920 42.04620 801.93510
72810000 684.00000 1002.08860 53.24680 1996.00500
72849000 537.00000 954.63040 62.99120 3718.66500
72870000 548.00000 818.36390 47.89660 434.48380
73300000 637.00000 1016.42430 65.31510 636.03690
73330000 485.00000 948.22470 77.63200 931.06570
73350000 302.00000 840.29940 83.21120 1478.87700
73550000 239.00000 866.86650 55.67040 52443.39000
73600000 743.00000 1096.74800 37.15910 1832.91400
73690001 802.00000 1111.53290 45.42820 744.04600
73765000 373.00000 606.02130 71.52040 268.57050
73770000 346.00000 893.62490 46.09250 5561.78700
73780000 378.00000 687.45360 71.96200 647.74930
73820000 325.00000 637.65880 70.72530 1039.52600
73900000 299.00000 525.18950 50.28690 414.10250
73960000 259.00000 781.94790 52.61600 8239.97700
74100000 254.00000 845.85570 55.37780 61950.73000
74205000 356.00000 541.72900 34.75890 437.79970
74270000 216.00000 492.77630 38.27500 5362.91200
74295000 259.00000 505.11120 53.65090 297.85780
74320000 341.00000 670.58870 71.97190 612.17060
74370000 235.00000 493.23580 34.76900 2018.36600
74460000 432.00000 514.66330 24.54280 480.27700
74470000 249.00000 460.45950 33.73070 1546.69400
74700000 152.00000 322.81260 27.42550 1130.64100
74750000 209.00000 312.11450 27.90000 344.91880
74800000 104.00000 693.92980 52.74250 94494.54000
74880000 172.00000 314.56840 26.35180 810.70590
74900000 109.00000 273.33490 27.94320 1268.76200
75200000 273.00000 381.43390 22.66270 808.23370
75205000 244.00000 369.35680 22.63280 965.68010
75230000 205.00000 398.80430 24.82860 5470.80600
75295000 207.00000 366.28390 20.46630 2166.21000
75320000 163.00000 361.14160 23.94770 9450.11100
75450000 138.00000 272.38460 22.34450 3233.23300
75500000 87.00000 234.12610 21.75960 5235.83100
75550000 62.00000 618.06480 47.65080 115027.60000
75600000 168.00000 282.33170 24.11170 379.15620
75700000 67.00000 191.11210 19.79200 3701.57700
75780000 53.00000 584.19000 45.49670 123233.80000
76085000 215.00000 415.98750 23.06520 1516.97600
76100000 114.00000 366.93040 33.66490 2763.72400
76300000 96.00000 151.82320 15.11150 6033.05200
76310000 103.00000 168.42180 15.00050 12182.37000
76460000 138.00000 325.46720 29.76470 923.85280
76750000 82.00000 171.42950 24.10390 5940.81700
77150000 47.00000 432.37220 35.33500 187175.00000
81019300 664.00000 900.40840 77.42150 221.29970
81019350 619.00000 869.18260 70.22350 598.09480
81102000 374.00000 809.85720 63.88130 1717.38300
81107000 357.00000 802.23990 59.27910 3293.73700
81120000 480.00000 863.30910 78.65850 422.82610
81125000 425.00000 862.34620 52.87940 423.69670
81135000 287.00000 790.92650 61.59460 4665.07500
81140000 326.00000 716.96220 81.46330 446.33400
81200000 196.00000 762.70280 68.10440 7408.02900
81335000 172.00000 784.23270 73.98630 2866.93700
81585000 107.00000 212.11380 74.97570 88.61040
81683000 9.00000 605.94560 80.93380 20985.24000
82270050 44.00000 708.32580 137.22120 381.33600
82320000 117.00000 749.47550 79.12030 187.48330
82350000 32.00000 576.58170 106.64400 794.54570
82770000 7.00000 152.69270 65.78450 431.34030
83029900 401.00000 756.73250 94.60630 655.14130
83050000 349.00000 701.14400 91.08520 1589.50400
83105000 484.00000 890.76180 133.22210 435.29260
83250000 371.00000 707.09230 101.47010 1680.86500
83300200 339.00000 641.98990 85.42700 5131.86600
83345000 341.00000 683.48100 74.04720 1451.85600
83440000 203.00000 614.24390 89.99800 3339.90600
83520000 72.00000 606.45850 89.47040 9786.54900
83675000 75.00000 691.84050 92.12510 525.23940
83690000 62.00000 603.93000 89.41490 9846.71100
83800002 18.00000 586.86690 90.30770 12000.71000
83892990 1410.00000 696.45840 99.93880 273.67030
83892998 89.00000 588.08850 123.00490 787.60420
84071000 41.00000 705.71300 104.02700 1024.25900
84095000 50.00000 557.77840 126.41860 649.33400
84095500 18.00000 599.55950 114.20040 1918.40900
84150100 9.00000 467.67200 119.40400 536.27100
84249998 108.00000 567.06550 137.31590 623.19660
84300000 51.00000 480.74300 117.02790 844.24260
84520000 330.00000 802.23690 121.26540 375.76770
84520010 260.00000 766.47710 128.83690 633.60430
84551000 89.00000 461.32390 105.18800 387.05840
84559800 73.00000 561.76910 106.78480 1492.30300
84560000 51.00000 524.08140 102.14890 1697.80000
84580000 20.00000 489.54350 105.93400 2753.89500
84598002 42.00000 549.88230 102.18470 622.41090
84600000 22.00000 487.58040 97.58480 773.18960
84949000 29.00000 507.13040 158.05660 389.99330
84949800 12.00000 365.17640 121.63250 905.66800
84950000 8.00000 341.87540 113.89510 970.94010
85400000 41.00000 429.50340 34.96190 14856.05000
85438000 41.00000 192.27190 47.07190 922.96940
85470000 93.00000 184.67510 18.64010 964.63470
85480000 69.00000 172.92240 21.85270 2990.19100
85600000 43.00000 127.40030 18.53270 6846.88200
85610000 216.00000 323.63310 37.53510 62.25800
85623000 77.00000 232.26680 30.92430 685.23620
85642000 27.00000 295.51500 30.49290 27147.72000
85900000 26.00000 263.72620 33.70130 38543.45000
86100000 597.00000 986.89240 58.96290 1750.85800
86160000 659.00000 898.78230 35.11890 1115.21400
86410000 417.00000 774.47670 32.30320 2813.69200
86420000 629.00000 733.69020 30.96820 312.81920
86480000 482.00000 723.95870 50.51230 1277.47700
86500000 303.00000 677.15670 52.42840 1812.28300
86510000 53.00000 752.35540 58.72500 15847.53000
86560000 235.00000 592.22860 59.72040 2029.99500
86580000 64.00000 563.03120 65.01700 2456.09400
86700000 104.00000 477.53520 92.48070 428.97830
86745000 86.00000 596.10100 76.90500 790.40050
87160000 64.00000 747.49480 72.13980 2012.68400
87170000 14.00000 615.57090 83.94950 3001.90200
87270000 9.00000 501.54730 81.50170 4434.82400
87317060 2.00000 339.18220 121.86480 1759.40400
87380000 13.00000 325.55560 102.59440 2883.12800
87382000 9.00000 304.43910 97.23400 3137.32700
87399000 7.00000 48.08060 18.60600 1407.15100
88750000 24.00000 128.22020 32.76840 131.21750
88850000 37.00000 225.33910 38.22540 377.85420
